city,timestamp,temperature,season
New York,2010-01-01,-2.929653933811957,winter
New York,2010-01-02,4.230221920450496,winter
New York,2010-01-03,-1.155741188014264,winter
New York,2010-01-04,-0.26753412146791633,winter
New York,2010-01-05,-0.8008342070504069,winter
New York,2010-01-06,3.0097322370686137,winter
New York,2010-01-07,-8.46076540885674,winter
New York,2010-01-08,2.389210553153843,winter
New York,2010-01-09,-1.1349144156521969,winter
New York,2010-01-10,1.0882575046063905,winter
New York,2010-01-11,12.281356233549852,winter
New York,2010-01-12,5.706594444432014,winter
New York,2010-01-13,-0.17484780112690657,winter
New York,2010-01-14,2.5272305415872904,winter
New York,2010-01-15,1.5665793299372588,winter
New York,2010-01-16,-0.5386747401534469,winter
New York,2010-01-17,5.4895379463655445,winter
New York,2010-01-18,2.482394080748022,winter
New York,2010-01-19,1.2585504433509027,winter
New York,2010-01-20,5.365998018134245,winter
New York,2010-01-21,1.5055195591710717,winter
New York,2010-01-22,-5.291005260468228,winter
New York,2010-01-23,4.0653503234173884,winter
New York,2010-01-24,7.212942122857599,winter
New York,2010-01-25,-6.7383859197463245,winter
New York,2010-01-26,3.171460495976499,winter
New York,2010-01-27,3.6741899838410506,winter
New York,2010-01-28,-1.3261912540650718,winter
New York,2010-01-29,-1.8645139273034863,winter
New York,2010-01-30,-2.7197506366218733,winter
New York,2010-01-31,-3.0960735521466134,winter
New York,2010-02-01,-3.3389429727722058,winter
New York,2010-02-02,8.136383122359028,winter
New York,2010-02-03,-2.958773289695257,winter
New York,2010-02-04,-1.8556267404879119,winter
New York,2010-02-05,-1.7357391832794047,winter
New York,2010-02-06,2.821525523603637,winter
New York,2010-02-07,1.0845097790228866,winter
New York,2010-02-08,0.748057909288804,winter
New York,2010-02-09,-9.317572039979412,winter
New York,2010-02-10,-5.476547958043152,winter
New York,2010-02-11,-2.2466589811624353,winter
New York,2010-02-12,0.7622424046361378,winter
New York,2010-02-13,-3.8317842994859874,winter
New York,2010-02-14,-0.6713195499901224,winter
New York,2010-02-15,2.0170942805148133,winter
New York,2010-02-16,7.1718204152140865,winter
New York,2010-02-17,-2.612889967538972,winter
New York,2010-02-18,-0.19831711989149636,winter
New York,2010-02-19,1.8343893648779874,winter
New York,2010-02-20,-2.629955656529522,winter
New York,2010-02-21,-9.850580082868225,winter
New York,2010-02-22,9.398327052793174,winter
New York,2010-02-23,-4.0749309071193,winter
New York,2010-02-24,0.5732527737500099,winter
New York,2010-02-25,-2.2301298510313714,winter
New York,2010-02-26,-0.48362995621276467,winter
New York,2010-02-27,-1.7928030216958022,winter
New York,2010-02-28,-0.4609098189649067,winter
New York,2010-03-01,11.25252763033868,spring
New York,2010-03-02,10.50447048227938,spring
New York,2010-03-03,11.978224359052808,spring
New York,2010-03-04,6.9931392251679645,spring
New York,2010-03-05,14.50927519598631,spring
New York,2010-03-06,11.566883259859518,spring
New York,2010-03-07,11.981232477599622,spring
New York,2010-03-08,10.75446998165606,spring
New York,2010-03-09,7.495384401298451,spring
New York,2010-03-10,1.8532995676965953,spring
New York,2010-03-11,15.131106650040724,spring
New York,2010-03-12,5.3035854925014885,spring
New York,2010-03-13,7.605365011717596,spring
New York,2010-03-14,8.97230152897238,spring
New York,2010-03-15,12.295116178909193,spring
New York,2010-03-16,7.82109029401227,spring
New York,2010-03-17,7.1227178159677,spring
New York,2010-03-18,4.347397695090103,spring
New York,2010-03-19,12.546210097705956,spring
New York,2010-03-20,7.621089025538919,spring
New York,2010-03-21,6.600655633448268,spring
New York,2010-03-22,7.056392210543278,spring
New York,2010-03-23,2.9961825874050643,spring
New York,2010-03-24,7.045212040919729,spring
New York,2010-03-25,3.172873047178795,spring
New York,2010-03-26,1.2239341680174647,spring
New York,2010-03-27,17.409268479877596,spring
New York,2010-03-28,8.381482467577397,spring
New York,2010-03-29,13.034775438285866,spring
New York,2010-03-30,15.49908722069544,spring
New York,2010-03-31,5.861720970838281,spring
New York,2010-04-01,-0.03453228042329215,spring
New York,2010-04-02,10.869216843026111,spring
New York,2010-04-03,10.280837454413717,spring
New York,2010-04-04,11.345381753494419,spring
New York,2010-04-05,5.892930769218652,spring
New York,2010-04-06,10.820607184688317,spring
New York,2010-04-07,0.44827345019318265,spring
New York,2010-04-08,6.872148112299717,spring
New York,2010-04-09,6.774300964096418,spring
New York,2010-04-10,8.77136699860435,spring
New York,2010-04-11,8.867672653016822,spring
New York,2010-04-12,14.524478138819905,spring
New York,2010-04-13,16.15232671539392,spring
New York,2010-04-14,6.187121684283622,spring
New York,2010-04-15,3.6469095677898125,spring
New York,2010-04-16,7.578612151849544,spring
New York,2010-04-17,5.631891502314427,spring
New York,2010-04-18,9.503713139897094,spring
New York,2010-04-19,3.6562283628522287,spring
New York,2010-04-20,9.075200628356965,spring
New York,2010-04-21,8.891062563677723,spring
New York,2010-04-22,13.222204055801253,spring
New York,2010-04-23,13.669353248710568,spring
New York,2010-04-24,10.140291448249053,spring
New York,2010-04-25,8.504738152875063,spring
New York,2010-04-26,14.035752222461262,spring
New York,2010-04-27,0.6853826097582356,spring
New York,2010-04-28,10.002663594680326,spring
New York,2010-04-29,14.376751739655859,spring
New York,2010-04-30,2.5493505530453886,spring
New York,2010-05-01,10.894394248949624,spring
New York,2010-05-02,5.610545725519741,spring
New York,2010-05-03,2.3589980475488437,spring
New York,2010-05-04,-0.46251841325057264,spring
New York,2010-05-05,5.85688057141247,spring
New York,2010-05-06,14.658611369353757,spring
New York,2010-05-07,3.9607402970711743,spring
New York,2010-05-08,14.537652950030472,spring
New York,2010-05-09,16.720932289089376,spring
New York,2010-05-10,11.902196804302314,spring
New York,2010-05-11,11.395989504646709,spring
New York,2010-05-12,7.50882311389827,spring
New York,2010-05-13,6.86143572460778,spring
New York,2010-05-14,8.01538875425585,spring
New York,2010-05-15,8.8041819377638,spring
New York,2010-05-16,8.915533497593167,spring
New York,2010-05-17,11.460000476562744,spring
New York,2010-05-18,8.298563402088051,spring
New York,2010-05-19,8.077216256286059,spring
New York,2010-05-20,5.920639829004663,spring
New York,2010-05-21,-3.048265166522855,spring
New York,2010-05-22,4.683680872350449,spring
New York,2010-05-23,18.439240852731288,spring
New York,2010-05-24,15.95709593112816,spring
New York,2010-05-25,7.329945465932122,spring
New York,2010-05-26,12.74361062860325,spring
New York,2010-05-27,3.3878174773517973,spring
New York,2010-05-28,17.430885231974077,spring
New York,2010-05-29,4.866608754564932,spring
New York,2010-05-30,14.3210828620673,spring
New York,2010-05-31,9.38393847922266,spring
New York,2010-06-01,27.34891414683939,summer
New York,2010-06-02,24.5397588381331,summer
New York,2010-06-03,22.579523304090493,summer
New York,2010-06-04,32.86615748795397,summer
New York,2010-06-05,20.59661182863043,summer
New York,2010-06-06,33.54580771486616,summer
New York,2010-06-07,30.997708804184363,summer
New York,2010-06-08,19.908998475788266,summer
New York,2010-06-09,33.429256621512,summer
New York,2010-06-10,29.534341389855385,summer
New York,2010-06-11,30.852714257142317,summer
New York,2010-06-12,30.664487534240198,summer
New York,2010-06-13,17.061462027118754,summer
New York,2010-06-14,23.071109607792337,summer
New York,2010-06-15,25.89348486774167,summer
New York,2010-06-16,18.30630223340529,summer
New York,2010-06-17,29.3806979212969,summer
New York,2010-06-18,26.04383738539146,summer
New York,2010-06-19,22.56098833124886,summer
New York,2010-06-20,19.31283625614863,summer
New York,2010-06-21,25.88748071966906,summer
New York,2010-06-22,18.030163752068493,summer
New York,2010-06-23,24.697363937416167,summer
New York,2010-06-24,21.83709857345812,summer
New York,2010-06-25,18.955284835485855,summer
New York,2010-06-26,23.290901090078197,summer
New York,2010-06-27,18.740504497971276,summer
New York,2010-06-28,17.976284715231625,summer
New York,2010-06-29,23.491190543355874,summer
New York,2010-06-30,16.91349299577343,summer
New York,2010-07-01,20.665472681948692,summer
New York,2010-07-02,23.52110309562854,summer
